2016/5/27 13:23:04 [Info] Server started at ws://192.168.16.250:8484 (actual port 8484) 
[20160527 13:23:08.871][16][Normal][KGameServer.ServerInst+<>c__DisplayClass4.<Init>b__1]	OnOpen
[20160527 13:25:29.165][12][Normal][KGameServer.HisDataMng.RefreshCodeInfoList]	mutexForCodeInfoDict Passed

[20160527 13:25:29.167][12][Normal][KGameServer.HisDataMng.RefreshCodeInfoList]	mutexForCodeInfoDict Released

[20160527 13:25:29.167][12][Normal][KGameServer.HisDataMng.MainProcessThread]	RefreshCodeInfoList 已经完成

[20160527 13:25:29.167][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	ProcessHisDataRequest hisDataRequest

[20160527 13:25:29.167][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	codeInfoDict.Keys.Count=91

[20160527 13:25:29.168][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	codeInfoIndex=31

[20160527 13:25:29.168][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	totalCandleCount=360

[20160527 13:25:29.168][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	codeInfo=菜粕指数 XZCE

[20160527 13:25:29.168][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	随机数据，codeInfo=菜粕指数 XZCE ,startIndex=423

[20160527 13:25:29.172][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	获得到了历史数据，开始调用回调函数

[20160527 13:25:29.235][12][Normal][KGameServer.DBManager.AddNewMatchInfo]	New Match added to database match id=86

[20160527 13:25:29.235][12][Normal][KGameServer.HisDataMng.MainProcessThread]	ProcessHisDataRequest 已经结束

[20160527 13:25:29.236][12][Normal][KGameServer.HisDataMng.MainProcessThread]	数据库已经关闭

[20160527 13:25:41.126][17][Normal][KGameServer.ServerInst+<>c__DisplayClass4.<Init>b__3]	OnMessage:message=E||

[20160527 13:25:41.126][10][Normal][KGameServer.PlayerConnectionMap.GetPlayerConnection]	playerConnectionDict key count=1

[20160527 13:25:41.127][10][Normal][KGameServer.PlayerConnection.SendMatchEndString]	发送结束对局信息到:v100a，信息内容为:F|1#v100a#0.00#0#菜粕指数(郑商所)#2014/3/5#2014/8/25|

[20160527 13:25:42.643][16][Normal][KGameServer.ServerInst+<>c__DisplayClass4.<Init>b__3]	OnMessage:message=3|0|

[20160527 13:25:42.643][10][Normal][KGameServer.PlayerConnectionMap.GetPlayerConnection]	playerConnectionDict key count=1

[20160527 13:25:42.643][10][Normal][KGameServer.MatchMaker.BeginNewMatchForSinglePlayer]	准备开始一场单人游戏:[192.168.16.250:46761][1:v100a]

[20160527 13:25:42.643][10][Normal][KGameServer.Match.Start]	1人局开始: [1:] 

[20160527 13:25:42.643][10][Normal][KGameServer.HisDataMng.RequestHistoryData]	RequestHistoryData 请求

[20160527 13:25:42.643][12][Normal][KGameServer.HisDataMng.MainProcessThread]	hisDataRequestList 出队，hisDataRequestList中个数为:1

[20160527 13:25:42.643][10][Normal][KGameServer.HisDataMng.RequestHistoryData]	入队结束

[20160527 13:25:42.646][12][Normal][KGameServer.HisDataMng.MainProcessThread]	数据库已经打开

[20160527 13:25:42.646][12][Normal][KGameServer.HisDataMng.RefreshCodeInfoList]	mutexForCodeInfoDict Passed

[20160527 13:25:42.649][12][Normal][KGameServer.HisDataMng.RefreshCodeInfoList]	mutexForCodeInfoDict Released

[20160527 13:25:42.649][12][Normal][KGameServer.HisDataMng.MainProcessThread]	RefreshCodeInfoList 已经完成

[20160527 13:25:42.649][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	ProcessHisDataRequest hisDataRequest

[20160527 13:25:42.649][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	codeInfoDict.Keys.Count=91

[20160527 13:25:42.649][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	codeInfoIndex=33

[20160527 13:25:42.649][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	totalCandleCount=360

[20160527 13:25:42.649][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	codeInfo=豆一指数 XDCE

[20160527 13:25:42.649][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	随机数据，codeInfo=豆一指数 XDCE ,startIndex=991

[20160527 13:25:42.661][12][Normal][KGameServer.HisDataMng.ProcessHisDataRequest]	获得到了历史数据，开始调用回调函数

[20160527 13:25:42.701][12][Normal][KGameServer.DBManager.AddNewMatchInfo]	New Match added to database match id=87

[20160527 13:25:42.702][12][Normal][KGameServer.HisDataMng.MainProcessThread]	ProcessHisDataRequest 已经结束

[20160527 13:25:42.702][12][Normal][KGameServer.HisDataMng.MainProcessThread]	数据库已经关闭

[20160527 13:25:44.223][10][Normal][KGameServer.PlayerConnectionMap.GetPlayerConnection]	playerConnectionDict key count=1

[20160527 13:25:44.223][10][Normal][KGameServer.ServerInst.ClosePlayerConnection]	ClosePlayerConnection Call

[20160527 13:25:44.225][10][Normal][KGameServer.PlayerConnection.SendMatchEndString]	发送结束对局信息到:v100a，信息内容为:F|1#v100a#0.00#0#豆一指数(大商所)#2011/10/26#2012/4/24|

2016/5/27 13:25:44 [Warn] Data sent while closing or after close. Ignoring. 
[20160527 13:25:44.226][10][Normal][KGameServer.ServerInst.ClosePlayerConnection]	Closed

